VR [mV]; IR [mV];
13;57;
13;55;
13;55;
13;56;
13;57;
13;55;
14;0;
12;113427;
13;56;
13;54;
13;55;
14;57;
13;56;
13;57;
13;56;
13;57;
14;57;
13;57;
13;56;
13;58;
13;48;
13;107;
0;224609;
13;58;
13;56;
13;55;
13;57;
13;58;
13;58;
13;57;
13;58;
13;58;
14;58;
13;57;
13;58;
13;0;
13;436;
3;200014;
13;58;
13;59;
13;56;
13;57;
13;59;
13;59;
13;59;
14;60;
13;59;
13;58;
14;60;
13;58;
14;1;
0;125001;
13;58;
13;58;
14;59;
13;59;
13;58;
13;57;
13;57;
14;56;
13;58;
13;56;
13;54;
13;55;
13;1;
12;3546;
13;54;
13;56;
13;56;
13;55;
13;56;
13;57;
13;58;
14;58;
13;57;
13;58;
14;56;
13;58;
13;57;
13;107;
0;37501;
14;59;
14;57;
13;58;
13;59;
13;58;
13;56;
13;56;
13;56;
13;57;
13;57;
13;57;
13;56;
13;0;
12;111376;
14;58;
13;59;
13;59;
13;57;
13;58;
13;57;
13;58;
13;56;
13;57;
13;59;
13;59;
14;60;
14;48;
13;53;
0;375001;
13;58;
13;58;
13;58;
13;57;
13;57;
14;58;
13;57;
13;58;
13;58;
13;56;
13;56;
13;56;
13;0;
13;1739;
14;57;
13;56;
13;54;
14;57;
13;55;
13;54;
14;56;
13;54;
13;56;
13;57;
13;57;
13;56;
14;57;
13;6;
0;47265;
13;58;
13;58;
13;59;
13;58;
13;58;
13;57;
13;57;
14;58;
13;58;
13;57;
13;58;
13;59;
13;0;
12;27758;
13;57;
13;57;
13;59;
13;57;
14;57;
13;59;
13;57;
14;57;
13;58;
13;58;
13;59;
13;59;
13;60;
14;54;
0;150001;
13;58;
13;59;
13;60;
13;59;
13;58;
13;58;
13;58;
13;59;
14;57;
13;53;
13;58;
14;56;
13;0;
13;903;
6;28;
13;55;
13;59;
13;54;
13;56;
13;53;
13;55;
13;55;
13;56;
13;57;
13;56;
13;55;
13;57;
14;27;
0;17187;
13;56;
13;58;
13;56;
13;57;
13;55;
13;57;
13;58;
13;58;
13;57;
13;58;
14;57;
13;58;
13;0;
0;114257;
13;57;
13;59;
13;59;
13;58;
13;56;
13;58;
13;56;
14;58;
13;57;
13;58;
13;61;
13;57;
14;58;
13;6;
0;87500;
14;59;
13;57;
13;58;
13;58;
13;59;
13;58;
14;58;
13;58;
13;59;
13;58;
14;57;
13;56;
13;0;
12;56762;
6;200028;
13;58;
14;56;
13;57;
13;56;
13;56;
13;54;
13;55;
14;54;
13;58;
13;54;
13;58;
13;57;
13;55;
0;62501;
13;57;
13;57;
13;58;
13;58;
13;57;
13;58;
14;58;
13;59;
13;57;
13;58;
13;59;
13;57;
13;3;
12;0;
1;350007;
13;58;
13;59;
14;59;
13;58;
13;59;
14;58;
13;58;
13;56;
13;58;
13;58;
13;58;
14;57;
13;53;
0;14062;
14;58;
13;59;
13;59;
13;60;
13;58;
13;59;
13;60;
13;57;
13;59;
13;59;
13;57;
13;57;
13;0;
0;45898;
6;200028;
13;56;
14;56;
13;58;
13;55;
13;54;
14;55;
13;57;
13;56;
13;56;
13;55;
13;57;
13;54;
13;6;
0;51562;
13;54;
13;57;
13;58;
13;58;
13;58;
14;58;
13;58;
14;55;
13;58;
13;58;
13;57;
13;57;
13;1;
0;50585;
13;58;
13;57;
13;58;
13;58;
13;59;
13;58;
13;56;
13;58;
13;58;
13;57;
13;58;
13;57;
13;57;
13;54;
0;252343;
13;59;
13;59;
13;57;
13;58;
14;60;
14;58;
13;58;
13;58;
13;56;
13;56;
13;58;
13;56;
13;7;
12;6961;
13;56;
13;56;
13;57;
13;56;
13;56;
13;54;
13;55;
13;55;
13;55;
13;55;
13;57;
13;58;
13;48;
14;55;
0;125003;
13;58;
13;55;
14;57;
13;56;
13;57;
13;57;
13;57;
13;58;
13;59;
13;56;
13;56;
13;57;
